name,market,asset_type,status,capacity_mw,latitude,longitude,county,state,interconnection_node,pricing_hub_node,estimated_lcoe,offtake_price_mwh,overall_score,price_score,location_score,curtailment_score,interconnection_score,regulatory_score,financial_score,environmental_score,grid_stability_score,demand_proximity_score,development_risk_score,commissioning_year
Edward C Hyatt (4),CAISO,storage,active,97.7,39.542985,-121.492188,Butte,CA,,,,,,,,,,,,,,,,1968
Edward C Hyatt (5),CAISO,hydro,active,117.0,39.542985,-121.492188,Butte,CA,,,,,,,,,,,,,,,,1968
Edward C Hyatt (6),CAISO,storage,active,97.7,39.542985,-121.492188,Butte,CA,,,,,,,,,,,,,,,,1969
Thermalito (1),CAISO,hydro,active,32.6,39.514893,-121.630077,Butte,CA,,,,,,,,,,,,,,,,1968
Thermalito (2),CAISO,storage,active,27.5,39.514893,-121.630077,Butte,CA,,,,,,,,,,,,,,,,1968
Thermalito (3),CAISO,storage,active,27.5,39.514893,-121.630077,Butte,CA,,,,,,,,,,,,,,,,1968
Thermalito (4),CAISO,storage,active,27.5,39.514893,-121.630077,Butte,CA,,,,,,,,,,,,,,,,1968
ONeill (1),CAISO,storage,active,4.2,37.098671,-121.047718,Merced,CA,,,,,,,,,,,,,,,,1968
ONeill (2),CAISO,storage,active,4.2,37.098671,-121.047718,Merced,CA,,,,,,,,,,,,,,,,1968
ONeill (3),CAISO,storage,active,4.2,37.098671,-121.047718,Merced,CA,,,,,,,,,,,,,,,,1967
ONeill (4),CAISO,storage,active,4.2,37.098671,-121.047718,Merced,CA,,,,,,,,,,,,,,,,1967
ONeill (5),CAISO,storage,active,4.2,37.098671,-121.047718,Merced,CA,,,,,,,,,,,,,,,,1968
ONeill (6),CAISO,storage,active,4.2,37.098671,-121.047718,Merced,CA,,,,,,,,,,,,,,,,1967
W R Gianelli (1),CAISO,storage,active,53.0,37.0692,-121.0772,Merced,CA,,,,,,,,,,,,,,,,1968
W R Gianelli (2),CAISO,storage,active,53.0,37.0692,-121.0772,Merced,CA,,,,,,,,,,,,,,,,1968
W R Gianelli (3),CAISO,storage,active,53.0,37.0692,-121.0772,Merced,CA,,,,,,,,,,,,,,,,1967
W R Gianelli (4),CAISO,storage,active,53.0,37.0692,-121.0772,Merced,CA,,,,,,,,,,,,,,,,1967
W R Gianelli (5),CAISO,storage,active,53.0,37.0692,-121.0772,Merced,CA,,,,,,,,,,,,,,,,1967
W R Gianelli (6),CAISO,storage,active,53.0,37.0692,-121.0772,Merced,CA,,,,,,,,,,,,,,,,1967
W R Gianelli (7),CAISO,storage,active,53.0,37.0692,-121.0772,Merced,CA,,,,,,,,,,,,,,,,1967
W R Gianelli (8),CAISO,storage,active,53.0,37.0692,-121.0772,Merced,CA,,,,,,,,,,,,,,,,1967
Colgate (1),CAISO,hydro,active,157.5,39.330833,-121.191666,Yuba,CA,,,,,,,,,,,,,,,,1969
Colgate (2),CAISO,hydro,active,157.5,39.330833,-121.191666,Yuba,CA,,,,,,,,,,,,,,,,1969
Narrows 2 (1),CAISO,hydro,active,46.7,39.238996,-121.270409,Yuba,CA,,,,,,,,,,,,,,,,1969
Temescal (1),CAISO,hydro,active,2.9,33.8343,-117.4971,Riverside,CA,,,,,,,,,,,,,,,,1983
Corona (1),CAISO,hydro,active,2.9,33.85895,-117.6106,Riverside,CA,,,,,,,,,,,,,,,,1983
Perris (1),CAISO,hydro,active,7.9,33.8361,-117.1831,Riverside,CA,,,,,,,,,,,,,,,,1983
Rio Hondo (1),CAISO,hydro,active,1.9,34.004722,-118.09917,Los Angeles,CA,,,,,,,,,,,,,,,,1984
Coyote Creek (1),CAISO,hydro,active,3.1,33.92493,-117.95517,Orange,CA,,,,,,,,,,,,,,,,1984
Red Mountain (1),CAISO,hydro,active,5.9,33.3944,-117.1889,San Diego,CA,,,,,,,,,,,,,,,,1985
Valley View (1),CAISO,hydro,active,4.1,33.9001,-117.82905,Orange,CA,,,,,,,,,,,,,,,,1985
Sonoma California Geothermal (1),CAISO,geothermal,active,78.0,38.7903,-122.7559,Lake,CA,,,,,,,,,,,,,,,,1983
Sacramento Municipal Util Dist (1),CAISO,hydro,active,7.2,39.048802,-121.316966,Placer,CA,,,,,,,,,,,,,,,,1985
Camanche (1),CAISO,hydro,active,3.6,38.2268,-121.0245,San Joaquin,CA,,,,,,,,,,,,,,,,1983
Camanche (2),CAISO,hydro,active,3.6,38.2268,-121.0245,San Joaquin,CA,,,,,,,,,,,,,,,,1983
Camanche (3),CAISO,hydro,active,3.6,38.2268,-121.0245,San Joaquin,CA,,,,,,,,,,,,,,,,1983
Edge Moor (3),PJM,natural_gas,active,75.0,39.73886,-75.50384,New Castle,DE,,,,,,,,,,,,,,,,1954
Edge Moor (4),PJM,natural_gas,active,176.8,39.73886,-75.50384,New Castle,DE,,,,,,,,,,,,,,,,1966
Edge Moor (5),PJM,natural_gas,active,446.0,39.73886,-75.50384,New Castle,DE,,,,,,,,,,,,,,,,1973
Newcastle (1),CAISO,hydro,active,12.7,38.835182,-121.092982,Placer,CA,,,,,,,,,,,,,,,,1986
Kerckhoff 2 (1),CAISO,hydro,active,139.5,37.071846,-119.558008,Fresno,CA,,,,,,,,,,,,,,,,1983
Toadtown (1),CAISO,hydro,active,1.8,39.893491,-121.59338,Butte,CA,,,,,,,,,,,,,,,,1986
Etiwanda (1),CAISO,hydro,active,23.9,34.10345,-117.5257,San Bernardino,CA,,,,,,,,,,,,,,,,1994
Moccasin Low Head Hydro Project (1),CAISO,hydro,active,2.9,37.816447,-120.312033,Tuolumne,CA,,,,,,,,,,,,,,,,1987
Sly Creek (1),CAISO,hydro,active,12.1,39.580413,-121.119479,Butte,CA,,,,,,,,,,,,,,,,1983
Lewisville (1),ERCOT,hydro,active,2.8,33.068473,-96.963806,Denton,TX,,,,,,,,,,,,,,,,1992
Scott Flat (7P),CAISO,hydro,active,1.0,39.272108,-120.932508,Nevada,CA,,,,,,,,,,,,,,,,1985
Dresden Generating Station (2),PJM,nuclear,active,1009.3,41.39,-88.27,Grundy,IL,,,,,,,,,,,,,,,,1970
Dresden Generating Station (3),PJM,nuclear,active,1009.3,41.39,-88.27,Grundy,IL,,,,,,,,,,,,,,,,1971
Quad Cities Generating Station (1),PJM,nuclear,active,1009.3,41.726111,-90.310278,Rock Island,IL,,,,,,,,,,,,,,,,1972
Quad Cities Generating Station (2),PJM,nuclear,active,1009.3,41.726111,-90.310278,Rock Island,IL,,,,,,,,,,,,,,,,1972
Alamo (1),CAISO,hydro,active,19.6,34.8158,-118.6867,Los Angeles,CA,,,,,,,,,,,,,,,,1986
North Ninth Street (10),PJM,natural_gas,active,2.5,41.9093,-89.0498,Ogle,IL,,,,,,,,,,,,,,,,1989
North Ninth Street (3),PJM,natural_gas,active,2.5,41.9093,-89.0498,Ogle,IL,,,,,,,,,,,,,,,,1956
North Ninth Street (6),PJM,natural_gas,active,2.5,41.9093,-89.0498,Ogle,IL,,,,,,,,,,,,,,,,1954
North Ninth Street (7),PJM,natural_gas,active,3.8,41.9093,-89.0498,Ogle,IL,,,,,,,,,,,,,,,,1967
North Ninth Street (9),PJM,natural_gas,active,3.5,41.9093,-89.0498,Ogle,IL,,,,,,,,,,,,,,,,1989
Winnetka (6),PJM,natural_gas,active,6.3,42.115589,-87.731025,Cook,IL,,,,,,,,,,,,,,,,1948
Winnetka (7),PJM,natural_gas,active,12.5,42.115589,-87.731025,Cook,IL,,,,,,,,,,,,,,,,1960
Elkhart (1),PJM,hydro,active,1.4,41.6928,-85.965,Elkhart,IN,,,,,,,,,,,,,,,,1913
Elkhart (2),PJM,hydro,active,1.0,41.6928,-85.965,Elkhart,IN,,,,,,,,,,,,,,,,1921
Elkhart (3),PJM,hydro,active,1.0,41.6928,-85.965,Elkhart,IN,,,,,,,,,,,,,,,,1921
Big Sandy (1),PJM,natural_gas,active,280.5,38.1707,-82.6176,Lawrence,KY,,,,,,,,,,,,,,,,1963
Perryman (GT5),PJM,natural_gas,active,192.0,39.442836,-76.221761,Harford,MD,,,,,,,,,,,,,,,,1995
Perryman (GT6),PJM,natural_gas,active,141.0,39.442836,-76.221761,Harford,MD,,,,,,,,,,,,,,,,2015
Deep Creek (1),PJM,hydro,active,10.0,39.523,-79.413,Garrett,MD,,,,,,,,,,,,,,,,1925
Deep Creek (2),PJM,hydro,active,10.0,39.523,-79.413,Garrett,MD,,,,,,,,,,,,,,,,1925
Chalk Point Power (3),PJM,natural_gas,active,659.0,38.5444,-76.6861,Prince Georges,MD,,,,,,,,,,,,,,,,1975
Chalk Point Power (4),PJM,natural_gas,active,659.0,38.5444,-76.6861,Prince Georges,MD,,,,,,,,,,,,,,,,1981
Chalk Point Power (GT3),PJM,natural_gas,active,103.0,38.5444,-76.6861,Prince Georges,MD,,,,,,,,,,,,,,,,1991
Chalk Point Power (GT4),PJM,natural_gas,active,103.0,38.5444,-76.6861,Prince Georges,MD,,,,,,,,,,,,,,,,1991
Chalk Point Power (GT5),PJM,natural_gas,active,125.0,38.5444,-76.6861,Prince Georges,MD,,,,,,,,,,,,,,,,1991
Chalk Point Power (GT6),PJM,natural_gas,active,125.0,38.5444,-76.6861,Prince Georges,MD,,,,,,,,,,,,,,,,1991
Dickerson Power (GT2),PJM,natural_gas,active,163.0,39.2097,-77.4644,Montgomery,MD,,,,,,,,,,,,,,,,1992
Dickerson Power (GT3),PJM,natural_gas,active,163.0,39.2097,-77.4644,Montgomery,MD,,,,,,,,,,,,,,,,1992
Conowingo (1),PJM,hydro,active,45.0,39.6572,-76.1752,Harford,MD,,,,,,,,,,,,,,,,1928
Conowingo (10),PJM,hydro,active,55.6,39.6572,-76.1752,Harford,MD,,,,,,,,,,,,,,,,1964
Conowingo (11),PJM,hydro,active,55.6,39.6572,-76.1752,Harford,MD,,,,,,,,,,,,,,,,1964
Conowingo (2),PJM,hydro,active,36.0,39.6572,-76.1752,Harford,MD,,,,,,,,,,,,,,,,1928
Conowingo (3),PJM,hydro,active,48.0,39.6572,-76.1752,Harford,MD,,,,,,,,,,,,,,,,1928
Conowingo (4),PJM,hydro,active,47.7,39.6572,-76.1752,Harford,MD,,,,,,,,,,,,,,,,1928
Conowingo (5),PJM,hydro,active,36.0,39.6572,-76.1752,Harford,MD,,,,,,,,,,,,,,,,1928
Conowingo (6),PJM,hydro,active,47.7,39.6572,-76.1752,Harford,MD,,,,,,,,,,,,,,,,1928
Conowingo (7),PJM,hydro,active,48.0,39.6572,-76.1752,Harford,MD,,,,,,,,,,,,,,,,1928
Conowingo (8),PJM,hydro,active,55.6,39.6572,-76.1752,Harford,MD,,,,,,,,,,,,,,,,1964
Conowingo (9),PJM,hydro,active,55.6,39.6572,-76.1752,Harford,MD,,,,,,,,,,,,,,,,1964
Sturgis City Diesel Plant (6),PJM,natural_gas,active,6.0,41.7992,-85.4256,St Joseph,MI,,,,,,,,,,,,,,,,1981
Sayreville (GT1),PJM,natural_gas,active,53.0,40.476525,-74.352336,Middlesex,NJ,,,,,,,,,,,,,,,,1972
Sayreville (GT2),PJM,natural_gas,active,53.0,40.476525,-74.352336,Middlesex,NJ,,,,,,,,,,,,,,,,1972
Sayreville (GT3),PJM,natural_gas,active,53.0,40.476525,-74.352336,Middlesex,NJ,,,,,,,,,,,,,,,,1972
Sayreville (GT4),PJM,natural_gas,active,53.0,40.476525,-74.352336,Middlesex,NJ,,,,,,,,,,,,,,,,1973
Gilbert (4),PJM,natural_gas,active,54.0,40.565833,-75.163889,Hunterdon,NJ,,,,,,,,,,,,,,,,1974
Gilbert (5),PJM,natural_gas,active,54.0,40.565833,-75.163889,Hunterdon,NJ,,,,,,,,,,,,,,,,1974
Gilbert (6),PJM,natural_gas,active,54.0,40.565833,-75.163889,Hunterdon,NJ,,,,,,,,,,,,,,,,1974
Gilbert (7),PJM,natural_gas,active,54.0,40.565833,-75.163889,Hunterdon,NJ,,,,,,,,,,,,,,,,1974
Gilbert (8),PJM,natural_gas,active,135.0,40.565833,-75.163889,Hunterdon,NJ,,,,,,,,,,,,,,,,1977
Gilbert (9),PJM,natural_gas,active,161.0,40.565833,-75.163889,Hunterdon,NJ,,,,,,,,,,,,,,,,1996
Bergen Generating Station (1101),PJM,natural_gas,active,112.5,40.8375,-74.0244,Bergen,NJ,,,,,,,,,,,,,,,,1995
Bergen Generating Station (1201),PJM,natural_gas,active,112.5,40.8375,-74.0244,Bergen,NJ,,,,,,,,,,,,,,,,1995
Bergen Generating Station (1301),PJM,natural_gas,active,112.5,40.8375,-74.0244,Bergen,NJ,,,,,,,,,,,,,,,,1995
Bergen Generating Station (1401),PJM,natural_gas,active,112.5,40.8375,-74.0244,Bergen,NJ,,,,,,,,,,,,,,,,1995
Bergen Generating Station (1501),PJM,natural_gas,active,325.2,40.8375,-74.0244,Bergen,NJ,,,,,,,,,,,,,,,,1959
Bergen Generating Station (2101),PJM,natural_gas,active,183.6,40.8375,-74.0244,Bergen,NJ,,,,,,,,,,,,,,,,2002
Bergen Generating Station (2201),PJM,natural_gas,active,183.6,40.8375,-74.0244,Bergen,NJ,,,,,,,,,,,,,,,,2002
Bergen Generating Station (2301),PJM,natural_gas,active,258.4,40.8375,-74.0244,Bergen,NJ,,,,,,,,,,,,,,,,2002
Burlington Generating Station (121),PJM,natural_gas,active,60.5,40.076611,-74.879172,Burlington,NJ,,,,,,,,,,,,,,,,2000
Burlington Generating Station (122),PJM,natural_gas,active,60.5,40.076611,-74.879172,Burlington,NJ,,,,,,,,,,,,,,,,2000
Burlington Generating Station (123),PJM,natural_gas,active,60.5,40.076611,-74.879172,Burlington,NJ,,,,,,,,,,,,,,,,2000
Burlington Generating Station (124),PJM,natural_gas,active,60.5,40.076611,-74.879172,Burlington,NJ,,,,,,,,,,,,,,,,2000
Kearny Generating Station (131),PJM,natural_gas,active,60.5,40.737283,-74.096464,Hudson,NJ,,,,,,,,,,,,,,,,2012
Kearny Generating Station (132),PJM,natural_gas,active,60.5,40.737283,-74.096464,Hudson,NJ,,,,,,,,,,,,,,,,2012
Kearny Generating Station (133),PJM,natural_gas,active,60.5,40.737283,-74.096464,Hudson,NJ,,,,,,,,,,,,,,,,2012
Kearny Generating Station (134),PJM,natural_gas,active,60.5,40.737283,-74.096464,Hudson,NJ,,,,,,,,,,,,,,,,2012
Kearny Generating Station (141),PJM,natural_gas,active,60.5,40.737283,-74.096464,Hudson,NJ,,,,,,,,,,,,,,,,2012
Kearny Generating Station (142),PJM,natural_gas,active,60.5,40.737283,-74.096464,Hudson,NJ,,,,,,,,,,,,,,,,2012
Kearny Generating Station (N121),PJM,natural_gas,active,60.5,40.737283,-74.096464,Hudson,NJ,,,,,,,,,,,,,,,,2001
Kearny Generating Station (N122),PJM,natural_gas,active,60.5,40.737283,-74.096464,Hudson,NJ,,,,,,,,,,,,,,,,2001
Kearny Generating Station (N123),PJM,natural_gas,active,60.5,40.737283,-74.096464,Hudson,NJ,,,,,,,,,,,,,,,,2001
Kearny Generating Station (N124),PJM,natural_gas,active,60.5,40.737283,-74.096464,Hudson,NJ,,,,,,,,,,,,,,,,2001
Linden Generating Station (1001),PJM,natural_gas,active,315.0,40.6217,-74.2072,Union,NJ,,,,,,,,,,,,,,,,2006
Linden Generating Station (1101),PJM,natural_gas,active,181.4,40.6217,-74.2072,Union,NJ,,,,,,,,,,,,,,,,2006
Linden Generating Station (1201),PJM,natural_gas,active,181.4,40.6217,-74.2072,Union,NJ,,,,,,,,,,,,,,,,2006
Linden Generating Station (2001),PJM,natural_gas,active,315.0,40.6217,-74.2072,Union,NJ,,,,,,,,,,,,,,,,2006
Linden Generating Station (2101),PJM,natural_gas,active,181.4,40.6217,-74.2072,Union,NJ,,,,,,,,,,,,,,,,2006
Linden Generating Station (2201),PJM,natural_gas,active,181.4,40.6217,-74.2072,Union,NJ,,,,,,,,,,,,,,,,2006
Linden Generating Station (5),PJM,natural_gas,active,96.1,40.6217,-74.2072,Union,NJ,,,,,,,,,,,,,,,,2000
Linden Generating Station (6),PJM,natural_gas,active,96.1,40.6217,-74.2072,Union,NJ,,,,,,,,,,,,,,,,2000
Linden Generating Station (7),PJM,natural_gas,active,96.1,40.6217,-74.2072,Union,NJ,,,,,,,,,,,,,,,,1995
Linden Generating Station (8),PJM,natural_gas,active,96.1,40.6217,-74.2072,Union,NJ,,,,,,,,,,,,,,,,1995
PSEG Salem Generating Station (1),PJM,nuclear,active,1170.0,39.4625,-75.5358,Salem,NJ,,,,,,,,,,,,,,,,1977
PSEG Salem Generating Station (2),PJM,nuclear,active,1170.0,39.4625,-75.5358,Salem,NJ,,,,,,,,,,,,,,,,1981
Sewaren (701),PJM,natural_gas,active,365.5,40.5558,-74.2469,Middlesex,NJ,,,,,,,,,,,,,,,,2018
Sewaren (702),PJM,natural_gas,active,244.0,40.5558,-74.2469,Middlesex,NJ,,,,,,,,,,,,,,,,2018
Howard Down (11),PJM,natural_gas,active,68.2,39.4889,-75.0347,Cumberland,NJ,,,,,,,,,,,,,,,,2012
Gaston (1),PJM,hydro,active,44.4,36.499147,-77.811543,Halifax,NC,,,,,,,,,,,,,,,,1963
Gaston (2),PJM,hydro,active,44.4,36.499147,-77.811543,Halifax,NC,,,,,,,,,,,,,,,,1963
Gaston (3),PJM,hydro,active,44.4,36.499147,-77.811543,Halifax,NC,,,,,,,,,,,,,,,,1963
Gaston (4),PJM,hydro,active,44.4,36.499147,-77.811543,Halifax,NC,,,,,,,,,,,,,,,,1963
Roanoke Rapids (1),PJM,hydro,active,25.0,36.4789,-77.6722,Halifax,NC,,,,,,,,,,,,,,,,1955
Roanoke Rapids (2),PJM,hydro,active,25.0,36.4789,-77.6722,Halifax,NC,,,,,,,,,,,,,,,,1955
Roanoke Rapids (3),PJM,hydro,active,25.0,36.4789,-77.6722,Halifax,NC,,,,,,,,,,,,,,,,1955
Roanoke Rapids (4),PJM,hydro,active,25.0,36.4789,-77.6722,Halifax,NC,,,,,,,,,,,,,,,,1955
Walter C Beckjord (BECK1),PJM,storage,active,2.0,38.9917,-84.2981,Clermont,OH,,,,,,,,,,,,,,,,2015
Walter C Beckjord (BECK2),PJM,storage,active,2.0,38.9917,-84.2981,Clermont,OH,,,,,,,,,,,,,,,,2015
Dick's Creek (1),PJM,natural_gas,active,100.0,39.465,-84.3778,Butler,OH,,,,,,,,,,,,,,,,1965
Dick's Creek (3),PJM,natural_gas,active,16.5,39.465,-84.3778,Butler,OH,,,,,,,,,,,,,,,,1969
Dick's Creek (4),PJM,natural_gas,active,21.3,39.465,-84.3778,Butler,OH,,,,,,,,,,,,,,,,1969
Dick's Creek (5),PJM,natural_gas,active,21.3,39.465,-84.3778,Butler,OH,,,,,,,,,,,,,,,,1969
Tait Electric Generating Station (GT1),PJM,natural_gas,active,103.5,39.727249,-84.211084,Montgomery,OH,,,,,,,,,,,,,,,,1995
Tait Electric Generating Station (GT2),PJM,natural_gas,active,106.1,39.727249,-84.211084,Montgomery,OH,,,,,,,,,,,,,,,,1996
Tait Electric Generating Station (GT3),PJM,natural_gas,active,84.2,39.727249,-84.211084,Montgomery,OH,,,,,,,,,,,,,,,,1998
Tait Electric Generating Station (GT4),PJM,natural_gas,active,94.0,39.727249,-84.211084,Montgomery,OH,,,,,,,,,,,,,,,,2002
Tait Electric Generating Station (GT5),PJM,natural_gas,active,94.0,39.727249,-84.211084,Montgomery,OH,,,,,,,,,,,,,,,,2002
Tait Electric Generating Station (GT6),PJM,natural_gas,active,94.0,39.727249,-84.211084,Montgomery,OH,,,,,,,,,,,,,,,,2002
Tait Electric Generating Station (GT7),PJM,natural_gas,active,94.0,39.727249,-84.211084,Montgomery,OH,,,,,,,,,,,,,,,,2002
O H Hutchings (7),PJM,natural_gas,active,32.6,39.6088,-84.2921,Montgomery,OH,,,,,,,,,,,,,,,,1968
Yankee Street (1),PJM,natural_gas,active,18.5,39.603,-84.2047,Montgomery,OH,,,,,,,,,,,,,,,,1969
Yankee Street (2),PJM,natural_gas,active,18.5,39.603,-84.2047,Montgomery,OH,,,,,,,,,,,,,,,,1969
Yankee Street (3),PJM,natural_gas,active,18.5,39.603,-84.2047,Montgomery,OH,,,,,,,,,,,,,,,,1969
Yankee Street (4),PJM,natural_gas,active,17.5,39.603,-84.2047,Montgomery,OH,,,,,,,,,,,,,,,,1970
Yankee Street (5),PJM,natural_gas,active,17.5,39.603,-84.2047,Montgomery,OH,,,,,,,,,,,,,,,,1970
Yankee Street (6),PJM,natural_gas,active,17.5,39.603,-84.2047,Montgomery,OH,,,,,,,,,,,,,,,,1970
Yankee Street (7),PJM,natural_gas,active,17.5,39.603,-84.2047,Montgomery,OH,,,,,,,,,,,,,,,,1970
Yankee Street (YS1),PJM,solar,active,1.1,39.603,-84.2047,Montgomery,OH,,,,,,,,,,,,,,,,2010
West Lorain (2),PJM,natural_gas,active,85.0,41.429444,-82.264444,Lorain,OH,,,,,,,,,,,,,,,,2001
West Lorain (3),PJM,natural_gas,active,85.0,41.429444,-82.264444,Lorain,OH,,,,,,,,,,,,,,,,2001
West Lorain (4),PJM,natural_gas,active,85.0,41.429444,-82.264444,Lorain,OH,,,,,,,,,,,,,,,,2001
West Lorain (5),PJM,natural_gas,active,85.0,41.429444,-82.264444,Lorain,OH,,,,,,,,,,,,,,,,2001
West Lorain (6),PJM,natural_gas,active,85.0,41.429444,-82.264444,Lorain,OH,,,,,,,,,,,,,,,,2001
Richland (OH) (2),PJM,natural_gas,active,15.0,41.305203,-84.334622,Defiance,OH,,,,,,,,,,,,,,,,1966
Richland (OH) (3),PJM,natural_gas,active,15.0,41.305203,-84.334622,Defiance,OH,,,,,,,,,,,,,,,,1966
Richland (OH) (4),PJM,natural_gas,active,135.0,41.305203,-84.334622,Defiance,OH,,,,,,,,,,,,,,,,2001
Richland (OH) (5),PJM,natural_gas,active,135.0,41.305203,-84.334622,Defiance,OH,,,,,,,,,,,,,,,,2001
Richland (OH) (6),PJM,natural_gas,active,135.0,41.305203,-84.334622,Defiance,OH,,,,,,,,,,,,,,,,2001
Bryan (OH) (1),PJM,natural_gas,active,15.8,41.471822,-84.543148,Williams,OH,,,,,,,,,,,,,,,,1970
Bryan (OH) (2),PJM,natural_gas,active,16.0,41.471822,-84.543148,Williams,OH,,,,,,,,,,,,,,,,1988
Bryan (OH) (6),PJM,natural_gas,active,5.0,41.471822,-84.543148,Williams,OH,,,,,,,,,,,,,,,,1963
West 41st Street (1),PJM,natural_gas,active,16.0,41.474,-81.7145,Cuyahoga,OH,,,,,,,,,,,,,,,,1970
West 41st Street (2),PJM,natural_gas,active,16.0,41.474,-81.7145,Cuyahoga,OH,,,,,,,,,,,,,,,,1970
Dover (OH) (6),PJM,natural_gas,active,19.5,40.520066,-81.46815,Tuscarawas,OH,,,,,,,,,,,,,,,,1992
Hamilton (OH) (GT2),PJM,natural_gas,active,16.3,39.4098,-84.5543,Butler,OH,,,,,,,,,,,,,,,,1971
Oberlin (OH) (2A),PJM,natural_gas,active,3.1,41.2836,-82.2194,Lorain,OH,,,,,,,,,,,,,,,,2001
Oberlin (OH) (3A),PJM,natural_gas,active,3.1,41.2836,-82.2194,Lorain,OH,,,,,,,,,,,,,,,,2001
Oberlin (OH) (6),PJM,natural_gas,active,2.5,41.2836,-82.2194,Lorain,OH,,,,,,,,,,,,,,,,1958
Oberlin (OH) (7),PJM,natural_gas,active,2.7,41.2836,-82.2194,Lorain,OH,,,,,,,,,,,,,,,,1961
Oberlin (OH) (8),PJM,natural_gas,active,3.0,41.2836,-82.2194,Lorain,OH,,,,,,,,,,,,,,,,1966
Oberlin (OH) (IC4),PJM,natural_gas,active,2.1,41.2836,-82.2194,Lorain,OH,,,,,,,,,,,,,,,,1996
Orrville (11),PJM,natural_gas,active,25.0,40.850964,-81.765764,Wayne,OH,,,,,,,,,,,,,,,,1971
Brunot Island (2A),PJM,natural_gas,active,65.3,40.464851,-80.043761,Allegheny,PA,,,,,,,,,,,,,,,,1973
Brunot Island (2B),PJM,natural_gas,active,65.3,40.464851,-80.043761,Allegheny,PA,,,,,,,,,,,,,,,,1973
Brunot Island (3),PJM,natural_gas,active,65.3,40.464851,-80.043761,Allegheny,PA,,,,,,,,,,,,,,,,1973
Brunot Island (ST4),PJM,natural_gas,active,144.0,40.464851,-80.043761,Allegheny,PA,,,,,,,,,,,,,,,,1974
Hunterstown (1),PJM,natural_gas,active,20.0,39.8662,-77.1648,Adams,PA,,,,,,,,,,,,,,,,1971
Hunterstown (2),PJM,natural_gas,active,20.0,39.8662,-77.1648,Adams,PA,,,,,,,,,,,,,,,,1971
Hunterstown (3),PJM,natural_gas,active,20.0,39.8662,-77.1648,Adams,PA,,,,,,,,,,,,,,,,1971
York Haven (1),PJM,hydro,active,19.6,40.113625,-76.71195,York,PA,,,,,,,,,,,,,,,,1905
Blossburg (1),PJM,natural_gas,active,24.0,41.706475,-77.08184,Tioga,PA,,,,,,,,,,,,,,,,1971
Piney (1),PJM,hydro,active,10.0,41.192088,-79.433501,Clarion,PA,,,,,,,,,,,,,,,,1924
Piney (2),PJM,hydro,active,10.0,41.192088,-79.433501,Clarion,PA,,,,,,,,,,,,,,,,1924
Piney (3),PJM,hydro,active,10.0,41.192088,-79.433501,Clarion,PA,,,,,,,,,,,,,,,,1928
Shawville (1),PJM,natural_gas,active,125.0,41.06755,-78.366228,Clearfield,PA,,,,,,,,,,,,,,,,1954
Shawville (2),PJM,natural_gas,active,125.0,41.06755,-78.366228,Clearfield,PA,,,,,,,,,,,,,,,,1954
Shawville (3),PJM,natural_gas,active,188.0,41.06755,-78.366228,Clearfield,PA,,,,,,,,,,,,,,,,1959
Shawville (4),PJM,natural_gas,active,188.0,41.06755,-78.366228,Clearfield,PA,,,,,,,,,,,,,,,,1960
Warren (3),PJM,natural_gas,active,53.1,41.835947,-79.188668,Warren,PA,,,,,,,,,,,,,,,,1972
New Castle Plant (3),PJM,natural_gas,active,98.0,40.937939,-80.369007,Lawrence,PA,,,,,,,,,,,,,,,,1952
New Castle Plant (4),PJM,natural_gas,active,114.0,40.937939,-80.369007,Lawrence,PA,,,,,,,,,,,,,,,,1958
New Castle Plant (5),PJM,natural_gas,active,136.0,40.937939,-80.369007,Lawrence,PA,,,,,,,,,,,,,,,,1964
Brunner Island (1),PJM,natural_gas,active,363.3,40.096111,-76.6962,York,PA,,,,,,,,,,,,,,,,1961
Brunner Island (2),PJM,natural_gas,active,405.0,40.096111,-76.6962,York,PA,,,,,,,,,,,,,,,,1965
Brunner Island (3),PJM,natural_gas,active,847.8,40.096111,-76.6962,York,PA,,,,,,,,,,,,,,,,1969
Holtwood (HW1),PJM,hydro,active,10.4,39.827198,-76.331772,Lancaster,PA,,,,,,,,,,,,,,,,1910
Holtwood (HW10),PJM,hydro,active,12.0,39.827198,-76.331772,Lancaster,PA,,,,,,,,,,,,,,,,1924
Holtwood (HW11),PJM,hydro,active,1.4,39.827198,-76.331772,Lancaster,PA,,,,,,,,,,,,,,,,2011
Holtwood (HW13),PJM,hydro,active,1.4,39.827198,-76.331772,Lancaster,PA,,,,,,,,,,,,,,,,2011
Holtwood (HW18),PJM,hydro,active,66.0,39.827198,-76.331772,Lancaster,PA,,,,,,,,,,,,,,,,2013
Holtwood (HW19),PJM,hydro,active,66.0,39.827198,-76.331772,Lancaster,PA,,,,,,,,,,,,,,,,2013
Holtwood (HW2),PJM,hydro,active,10.4,39.827198,-76.331772,Lancaster,PA,,,,,,,,,,,,,,,,1911
Holtwood (HW3),PJM,hydro,active,13.5,39.827198,-76.331772,Lancaster,PA,,,,,,,,,,,,,,,,1911
Holtwood (HW4),PJM,hydro,active,10.4,39.827198,-76.331772,Lancaster,PA,,,,,,,,,,,,,,,,1911
Holtwood (HW5),PJM,hydro,active,10.4,39.827198,-76.331772,Lancaster,PA,,,,,,,,,,,,,,,,1911
